date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:56:45	5186/5186	---M--	200	added ('OK')	image/gif	date:Wed,%2022%20Jan%202025%2012:23:44%20GMT	https://mhat47-ip.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_600x600.gif	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_600x600.gif	(from https://mhat47-ip.myshopify.com/products/caixa-de-som-jbl-boombox-3-180w-ip67-preto-bluetooth-bivolt)
15:56:48	689/689	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:5a9b7696520635c273e299d08c67be92%22	https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g.oembed	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g.oembed	(from https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g)
15:56:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Jun%202025%2018:57:45%20GMT	http://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_600x600.jpg?v=1744680124	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_600x6001932.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g)
15:56:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Jun%202025%2018:57:46%20GMT	http://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_1024x1024.jpg?v=1744680124	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_1024x10241932.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g)
15:56:49	22629/22629	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jun%202025%2019:12:41%20GMT	https://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_600x600.jpg?v=1744680124	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_600x6001932.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g)
15:56:49	22629/22629	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jun%202025%2016:55:16%20GMT	https://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_1024x1024.jpg?v=1744680124	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_1024x10241932.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g)
15:56:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Jun%202025%2018:57:46%20GMT	http://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_100x100.jpg?v=1744680124	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_100x1001932.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g)
15:56:50	3753/3753	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jun%202025%2019:12:41%20GMT	https://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_100x100.jpg?v=1744680124	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Castanha-do-Para-350g_0_100x1001932.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-castanha-do-para-350g)
15:56:51	664/664	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:5148fc41a3a087c9b37e8f66b180fe26%22	https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g.oembed	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g.oembed	(from https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g)
15:56:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Jun%202025%2018:57:48%20GMT	http://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_600x600.jpg?v=1744680024	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_600x600aa52.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g)
15:56:51	20019/20019	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Jun%202025%2014:07:51%20GMT	https://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_600x600.jpg?v=1744680024	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_600x600aa52.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g)
15:56:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Jun%202025%2018:57:48%20GMT	http://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_1024x1024.jpg?v=1744680024	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_1024x1024aa52.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g)
15:56:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Jun%202025%2018:57:49%20GMT	http://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_100x100.jpg?v=1744680024	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_100x100aa52.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g)
15:56:52	20019/20019	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Jun%202025%2014:07:51%20GMT	https://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_1024x1024.jpg?v=1744680024	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_1024x1024aa52.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g)
15:56:52	3192/3192	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Jun%202025%2014:07:51%20GMT	https://mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_100x100.jpg?v=1744680024	C:/Meus%20Sites/shioiiiiii/mhat47-ip.myshopify.com/cdn/shop/files/Ovo-Talento-Meio-Amargo-350g_0_2_100x100aa52.jpg	(from https://mhat47-ip.myshopify.com/products/ovo-talento-meio-amargo-350g)
15:56:53	7877/7877	---M--	200	added ('OK')	image/png	etag:%225904fcf4f446d5d7f40858f1a662a52c%22	https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/rcmd/b3c9562746c271224aa8.png	C:/Meus%20Sites/shioiiiiii/deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/rcmd/b3c9562746c271224aa8.png	(from https://mhat47-ip.myshopify.com/cdn/shop/t/4/assets/desktop1.css?v=170752503701016558001745563355)
